Time,CPU Usage (%),Used Memory (GB),GPU Usage (%),GPU Used Memory (GB),GPU Power (W)
2024-09-05 01:18:30,21.3,3.10,0,307,9.90
2024-09-05 01:18:31,30.2,3.59,0,347,25.63
2024-09-05 01:18:32,28.6,2.75,0,182,25.65
2024-09-05 01:18:34,26.2,2.94,0,182,20.39
2024-09-05 01:18:35,23,3.05,0,182,15.77
2024-09-05 01:18:36,26.2,2.67,1,182,18.29
2024-09-05 01:18:38,27.4,2.87,0,182,25.60
2024-09-05 01:18:39,27.9,2.99,0,182,9.41
2024-09-05 01:18:41,26.2,3.10,0,307,10.01
2024-09-05 01:18:42,6.3,2.66,0,182,25.83
2024-09-05 01:18:43,25.8,2.75,0,182,25.76
2024-09-05 01:18:45,26.2,2.94,0,182,17.72
2024-09-05 01:18:46,28.6,3.04,0,182,10.06
2024-09-05 01:18:47,18,2.73,3,182,29.71
2024-09-05 01:18:49,26.2,2.84,0,182,30.29
2024-09-05 01:18:50,27.4,2.97,0,182,26.03
2024-09-05 01:18:51,24.2,3.08,0,196,11.08
2024-09-05 01:18:53,1.7,2.66,0,182,25.56
2024-09-05 01:18:54,25.4,2.73,0,182,25.42
2024-09-05 01:18:56,27.4,2.93,0,182,11.99
2024-09-05 01:18:57,29,3.03,0,182,10.58
2024-09-05 01:18:58,26.2,3.46,1,375,17.44
2024-09-05 01:19:00,27.4,3.75,10,429,29.23
2024-09-05 01:19:01,29.7,3.76,10,429,29.27
2024-09-05 01:19:02,26.2,3.76,9,429,29.30
2024-09-05 01:19:04,29,3.76,9,429,29.22
2024-09-05 01:19:05,26.2,3.76,10,429,29.24
2024-09-05 01:19:07,27.4,3.76,9,429,29.10
2024-09-05 01:19:08,27.9,3.75,10,429,28.96
2024-09-05 01:19:09,29,3.75,10,429,29.08
2024-09-05 01:19:11,28.6,3.76,9,429,29.14
2024-09-05 01:19:12,26.2,3.76,10,429,29.19
2024-09-05 01:19:13,27.4,3.76,9,429,29.21
2024-09-05 01:19:15,31.7,3.76,9,429,29.06
2024-09-05 01:19:16,29.7,3.77,10,429,28.92
2024-09-05 01:19:18,25,3.77,9,429,29.04
2024-09-05 01:19:19,30.2,3.77,9,429,29.06
2024-09-05 01:19:20,27.4,3.77,10,429,28.97
2024-09-05 01:19:22,26.2,3.77,10,429,29.03
2024-09-05 01:19:23,30.2,3.77,10,429,29.04
2024-09-05 01:19:24,29,3.76,9,429,28.97
2024-09-05 01:19:26,26.2,3.76,10,429,29.24
2024-09-05 01:19:27,27.9,3.76,10,429,28.92
2024-09-05 01:19:29,26.2,3.74,10,429,29.06
2024-09-05 01:19:30,27.1,3.74,10,429,29.22
2024-09-05 01:19:31,32.3,3.74,9,429,29.32
2024-09-05 01:19:33,27.4,3.74,8,429,29.08
2024-09-05 01:19:34,27.9,3.74,10,429,29.13
2024-09-05 01:19:35,27.4,3.76,9,429,29.09
2024-09-05 01:19:37,30.2,3.76,10,429,29.18
2024-09-05 01:19:38,29,3.76,10,429,29.29
2024-09-05 01:19:40,29,3.75,10,429,29.06
2024-09-05 01:19:41,30.6,3.74,10,429,29.14
2024-09-05 01:19:42,25,3.74,10,429,29.24
2024-09-05 01:19:44,29.7,3.74,9,429,29.17
2024-09-05 01:19:45,26.7,3.73,10,429,29.16
2024-09-05 01:19:46,26.2,3.73,10,429,29.23
2024-09-05 01:19:48,27.9,3.73,10,429,29.15
2024-09-05 01:19:49,27.4,3.73,10,429,29.22
2024-09-05 01:19:51,28.6,3.73,10,429,29.24
2024-09-05 01:19:52,27.4,3.73,10,429,29.18
2024-09-05 01:19:53,27.4,3.73,10,429,29.23
2024-09-05 01:19:55,29,3.73,10,429,29.25
2024-09-05 01:19:56,30.2,3.73,10,429,28.97
2024-09-05 01:19:57,28.6,3.73,10,429,29.18
2024-09-05 01:19:59,27.9,3.74,10,429,29.16
2024-09-05 01:20:00,27.4,3.75,10,429,29.10
2024-09-05 01:20:02,30.2,3.76,9,429,29.19
2024-09-05 01:20:03,30.2,3.76,10,429,29.12
2024-09-05 01:20:04,27.4,3.75,10,429,29.25
2024-09-05 01:20:06,27.4,3.75,10,429,29.24
2024-09-05 01:20:07,26.2,3.73,10,429,29.15
2024-09-05 01:20:08,28.6,3.74,9,429,29.21
2024-09-05 01:20:10,36.5,3.75,10,429,29.34
2024-09-05 01:20:11,29.5,3.73,10,429,29.10
2024-09-05 01:20:13,53.2,2.68,0,182,25.60
2024-09-05 01:20:14,24.6,2.86,0,182,20.82
2024-09-05 01:20:15,29.7,2.99,0,182,16.36
2024-09-05 01:20:17,21.7,3.14,0,307,10.57
2024-09-05 01:20:18,29,2.70,0,182,30.43
2024-09-05 01:20:19,27.4,2.94,0,182,21.96
2024-09-05 01:20:21,29,3.03,0,182,15.86
2024-09-05 01:20:22,27.4,3.33,2,361,20.57
2024-09-05 01:20:24,28.1,3.86,26,617,39.71
2024-09-05 01:20:25,28.3,3.87,26,617,41.97
2024-09-05 01:20:26,27.4,3.87,27,617,41.28
2024-09-05 01:20:28,26.2,3.88,26,617,41.43
2024-09-05 01:20:29,27.4,3.86,25,617,40.83
2024-09-05 01:20:30,31.2,3.86,26,617,41.58
2024-09-05 01:20:32,25,3.86,26,617,41.37
2024-09-05 01:20:33,27.4,3.86,24,617,41.82
2024-09-05 01:20:34,29.7,3.87,21,617,41.30
2024-09-05 01:20:36,30.2,3.87,27,617,41.51
2024-09-05 01:20:37,27.9,3.88,22,617,40.93
2024-09-05 01:20:39,28.6,3.88,24,617,41.88
2024-09-05 01:20:40,29.5,3.88,26,617,40.91
2024-09-05 01:20:41,26.7,3.86,26,617,41.86
2024-09-05 01:20:43,26.7,3.88,25,617,41.98
2024-09-05 01:20:44,28.6,3.88,24,617,41.75
2024-09-05 01:20:45,28.6,3.89,24,617,41.34
2024-09-05 01:20:47,26.2,3.89,24,617,40.96
2024-09-05 01:20:48,29,3.89,26,617,41.70
2024-09-05 01:20:50,28.6,3.87,26,617,41.22
2024-09-05 01:20:51,29,3.88,26,617,41.57
2024-09-05 01:20:52,26.7,3.89,27,617,40.36
2024-09-05 01:20:54,27.4,3.89,23,617,42.10
2024-09-05 01:20:55,29,3.89,25,617,41.80
2024-09-05 01:20:56,31.7,3.89,26,617,42.09
2024-09-05 01:20:58,30.2,3.87,23,617,41.09
2024-09-05 01:20:59,28.6,3.87,25,617,41.71
2024-09-05 01:21:01,29,3.88,26,617,40.91
2024-09-05 01:21:02,29.7,3.88,26,617,41.23
2024-09-05 01:21:03,29.7,3.88,26,617,41.30
2024-09-05 01:21:05,29,3.88,23,617,41.85
2024-09-05 01:21:06,28.6,3.88,26,617,40.45
2024-09-05 01:21:08,25.8,3.88,24,617,40.45
2024-09-05 01:21:09,29,3.88,22,617,41.12
2024-09-05 01:21:10,29.7,3.88,26,617,40.98
2024-09-05 01:21:12,26.7,3.88,25,617,42.07
2024-09-05 01:21:13,30.2,3.88,26,617,41.72
2024-09-05 01:21:14,27.4,3.88,25,617,41.93
2024-09-05 01:21:16,27.4,3.86,26,617,41.33
2024-09-05 01:21:17,27.9,3.86,24,617,41.76
2024-09-05 01:21:18,29,3.86,25,617,41.26
2024-09-05 01:21:20,26.2,3.87,25,617,41.32
2024-09-05 01:21:21,27,3.88,27,617,41.87
2024-09-05 01:21:23,30.6,2.68,9,252,28.83
2024-09-05 01:21:24,29.5,2.68,9,252,29.15
2024-09-05 01:21:25,32.3,2.68,9,252,29.06
2024-09-05 01:21:27,31.7,2.69,9,252,29.17
2024-09-05 01:21:28,29.5,2.69,9,252,29.10
2024-09-05 01:21:29,32.8,2.69,9,252,29.03
2024-09-05 01:21:31,31.7,2.69,9,252,29.01
2024-09-05 01:21:32,30.6,2.69,9,252,29.04
2024-09-05 01:21:34,30.6,2.69,9,252,28.91
2024-09-05 01:21:35,33.3,2.69,9,252,28.98
2024-09-05 01:21:36,29.5,2.69,9,252,28.92
2024-09-05 01:21:38,32.3,2.69,9,252,28.92
2024-09-05 01:21:39,29.5,2.69,9,252,28.94
2024-09-05 01:21:40,32.3,2.68,9,252,28.93
2024-09-05 01:21:42,32.3,2.68,9,252,28.85
2024-09-05 01:21:43,30.6,2.68,9,252,28.78
2024-09-05 01:21:45,29.5,2.68,9,252,28.93
2024-09-05 01:21:46,28.3,2.68,9,252,28.92
2024-09-05 01:21:47,30.6,2.69,9,252,29.06
2024-09-05 01:21:49,29.5,2.69,9,252,29.00
2024-09-05 01:21:50,30.6,2.69,9,252,28.97
2024-09-05 01:21:51,29.5,2.69,9,252,29.06
2024-09-05 01:21:53,29.5,2.67,9,252,28.95
2024-09-05 01:21:54,30.6,2.67,10,252,28.97
2024-09-05 01:21:56,31.7,2.67,9,252,28.85
2024-09-05 01:21:57,33.3,2.69,9,252,28.81
2024-09-05 01:21:58,33.3,2.69,9,252,28.92
2024-09-05 01:22:00,46,2.71,0,182,27.13
2024-09-05 01:22:01,27.4,2.75,0,182,25.25
2024-09-05 01:22:02,27.4,2.95,0,182,25.14
2024-09-05 01:22:04,30.2,3.06,0,182,25.15
2024-09-05 01:22:05,26.2,3.59,0,601,25.60
2024-09-05 01:22:07,28.3,3.74,22,605,38.11
2024-09-05 01:22:08,29,3.76,21,605,38.16
2024-09-05 01:22:09,31.2,3.76,21,605,37.86
2024-09-05 01:22:11,29,3.76,21,605,37.79
2024-09-05 01:22:12,29,3.76,21,605,37.54
2024-09-05 01:22:13,26.2,3.76,22,605,37.58
2024-09-05 01:22:15,29,3.77,21,605,38.21
2024-09-05 01:22:16,53.2,3.77,21,605,37.87
2024-09-05 01:22:18,27.9,3.75,21,605,37.97
2024-09-05 01:22:19,26.7,3.76,22,605,37.70
2024-09-05 01:22:20,26.7,3.77,21,605,37.70
2024-09-05 01:22:22,21,3.77,19,182,36.75
2024-09-05 01:22:23,27,2.75,0,182,26.09
2024-09-05 01:22:24,29,2.95,0,182,23.28
2024-09-05 01:22:26,27.4,3.05,0,182,13.68
2024-09-05 01:22:27,29,3.43,0,367,17.85
2024-09-05 01:22:29,27.4,3.86,9,429,28.43
2024-09-05 01:22:30,27.4,3.88,10,429,29.11
2024-09-05 01:22:31,28.6,3.89,10,429,29.21
2024-09-05 01:22:33,28.6,3.89,10,429,29.20
2024-09-05 01:22:34,29,3.89,9,429,29.12
2024-09-05 01:22:35,26.2,3.90,10,429,29.09
