Time,CPU Usage (%),Used Memory (GB),GPU Usage (%),GPU Used Memory (GB),GPU Power (W)
2024-09-05 02:13:26,31.2,3.75,44,737,65.33
2024-09-05 02:13:27,27.9,3.75,44,737,65.87
2024-09-05 02:13:29,31.2,3.75,45,737,65.99
2024-09-05 02:13:30,27.9,3.75,43,737,64.95
2024-09-05 02:13:31,27.4,3.75,44,737,65.67
2024-09-05 02:13:33,27.4,3.76,43,737,65.27
2024-09-05 02:13:34,27.4,3.75,44,737,66.31
2024-09-05 02:13:36,29,3.75,45,737,66.35
2024-09-05 02:13:37,29,3.75,44,737,66.30
2024-09-05 02:13:38,28.6,3.75,42,737,66.03
2024-09-05 02:13:40,29,3.75,43,737,65.36
2024-09-05 02:13:41,27.4,3.75,39,737,65.00
2024-09-05 02:13:42,29,3.74,44,737,65.70
2024-09-05 02:13:44,26.7,3.74,42,737,65.89
2024-09-05 02:13:45,26.2,3.74,44,737,66.24
2024-09-05 02:13:47,29.7,3.74,42,737,66.56
2024-09-05 02:13:48,26.2,3.75,44,737,66.77
2024-09-05 02:13:49,27.9,3.75,44,737,66.61
2024-09-05 02:13:51,31.2,3.74,44,737,65.93
2024-09-05 02:13:52,27.4,3.74,44,737,66.40
2024-09-05 02:13:53,25,3.74,44,737,66.62
2024-09-05 02:13:55,30.2,3.74,44,737,66.95
2024-09-05 02:13:56,30.6,3.75,44,737,66.69
2024-09-05 02:13:58,33.8,3.75,45,737,67.20
2024-09-05 02:13:59,1.6,2.58,0,182,47.83
2024-09-05 02:14:00,27.4,2.68,0,182,31.51
2024-09-05 02:14:02,27.9,2.87,0,182,22.21
2024-09-05 02:14:03,28.6,2.98,0,182,17.29
2024-09-05 02:14:04,29.7,3.56,0,553,26.40
2024-09-05 02:14:06,26.7,3.73,23,555,39.09
2024-09-05 02:14:07,27.4,3.74,24,555,39.23
2024-09-05 02:14:09,28.6,3.75,23,555,39.14
2024-09-05 02:14:10,27.4,3.74,24,555,39.14
2024-09-05 02:14:11,30,3.74,23,555,39.06
2024-09-05 02:14:13,31.7,3.76,24,555,39.09
2024-09-05 02:14:14,29,3.76,24,555,39.03
2024-09-05 02:14:16,27.4,3.74,23,555,39.10
2024-09-05 02:14:17,28.6,3.74,23,555,38.98
2024-09-05 02:14:18,27.4,3.74,23,555,38.78
2024-09-05 02:14:20,54,3.77,0,361,31.04
2024-09-05 02:14:21,28.6,2.80,0,182,26.13
2024-09-05 02:14:22,27.4,2.91,0,182,24.25
2024-09-05 02:14:24,28.6,3.06,2,307,15.56
2024-09-05 02:14:25,30.2,3.73,9,411,27.54
2024-09-05 02:14:26,32.8,3.74,9,411,29.45
